index,Zip Code Tabulation Area,Population,Median Age,Household Income,Per Capita Income,Poverty Rate,Population 25 and Over,Rate 25 and Over w/ less than 1st grade,Rate 25 and Over w/ Some or Completed Elementary School,Rate 25 and Over w/ Some or Completed Middle School,Rate 25 and Over w/ Some or Completed High School or Equivalent,"Rate 25 and Over w/ Some college, less than 1 year","Rate 25 and Over w/ Some college, 1 or more years",Rate 25 and Over w/ Associate's degree,Rate 25 and Over w/ Bachelor's degree,Rate 25 and Over w/ Master's degree,Rate 25 and Over w/ Professional school degree,Rate 25 and Over w/ Doctorate degree
29077,85021,42002,34.1,42266,27044,0.257702014,27107,0.017707603,0.020289962,0.022798539,0.357656694,0.054266426,0.151695134,0.084922714,0.175120818,0.075146641,0.028959309,0.01143616
29078,85022,51426,39,55614,33913,0.134134485,36688,0.014745966,0.011039032,0.008831225,0.286169865,0.082888138,0.183684038,0.083869385,0.212003925,0.08495966,0.018207588,0.013601177
29079,85023,34488,34.9,55644,29416,0.136221294,23102,0.011167864,0.020604277,0.015842784,0.308284997,0.072201541,0.195697342,0.075491299,0.196043633,0.075101723,0.020777422,0.008787118
29080,85024,24675,35.4,72688,37122,0.079513678,17248,0.004928108,0.005681818,0.006261596,0.214053803,0.065108998,0.186282468,0.08812616,0.301020408,0.098040353,0.018031076,0.012465213
29081,85027,36539,35.4,56184,28806,0.103916363,25845,0.006925904,0.00754498,0.012381505,0.33081834,0.087405688,0.164248404,0.111201393,0.18754111,0.076765332,0.008202747,0.006964597
29082,85028,19389,47.9,89110,47892,0.058950952,14657,0.002183257,0.001500989,0.004434741,0.166268677,0.057037593,0.169748243,0.07470833,0.314389029,0.141297673,0.044688545,0.023742921
29083,85029,45958,35.1,47365,23035,0.18142652,30515,0.010158938,0.015893823,0.018253318,0.390562019,0.071309192,0.202588891,0.089890218,0.139144683,0.048992299,0.008389317,0.004817303
29084,85031,32737,27.3,35706,11773,0.370253841,17375,0.052892086,0.159251799,0.085352518,0.481726619,0.051510791,0.094388489,0.038503597,0.026589928,0.008345324,0.000517986,0.000920863
29085,85032,72830,36.6,54161,27780,0.161513113,50236,0.021478621,0.035173979,0.015048969,0.279958595,0.070805797,0.162473127,0.095270324,0.21176049,0.085576081,0.01660164,0.005852377
29086,85033,65759,25.7,39443,13326,0.298696756,33744,0.04786036,0.098713845,0.076309862,0.497569938,0.062648174,0.125237079,0.044689426,0.031353722,0.011824324,0.002637506,0.001155761
29087,85034,4772,28.7,27391,15735,0.397317687,2663,0.016898235,0.071348104,0.084866692,0.426962073,0.034547503,0.118663162,0.053698836,0.134434848,0.040180248,0.002628614,0.015771686
29088,85035,58327,26,41396,14337,0.282596396,30502,0.053012917,0.103894827,0.069962625,0.50809783,0.048619763,0.11520556,0.050095076,0.038817127,0.010655039,0.001344174,0.000295063
29089,85037,55567,27.4,56370,18297,0.164864038,30432,0.03128286,0.062697161,0.041338065,0.457216088,0.067166141,0.140148528,0.07814143,0.083760515,0.02911409,0.00450184,0.004633281
29090,85040,35358,28.2,38543,14710,0.315911533,19456,0.047800164,0.091642681,0.05936472,0.458213405,0.040347451,0.137695313,0.047286184,0.080951891,0.028268914,0.001953125,0.006476151
29091,85041,62491,29.8,53597,19436,0.229072987,35603,0.045136646,0.069488526,0.048057748,0.399236019,0.060528607,0.148302109,0.074712805,0.09810971,0.048366711,0.004297391,0.003763728
29092,85042,46570,32.1,53824,23442,0.182735667,29133,0.020801153,0.049737411,0.027700546,0.375416195,0.062197508,0.161638005,0.093536539,0.139841417,0.049977689,0.006144235,0.013009302
29093,85043,39757,26.7,50873,16552,0.221923183,21143,0.025067398,0.078702171,0.03849974,0.470084662,0.051269924,0.153715178,0.061013101,0.080026486,0.030222769,0.006385092,0.00501348
29094,85044,41449,37.3,73789,43453,0.063234336,29310,0.0045377,0.004128284,0.003616513,0.192971682,0.067860798,0.156226544,0.11119072,0.278403275,0.130706244,0.026407369,0.02395087
29095,85045,7063,42.5,138777,55254,0.020812686,4782,0,0.002300293,0,0.138854036,0.049979088,0.114805521,0.110414053,0.38937683,0.143036386,0.026767043,0.02446675
29096,85048,35252,39.4,102494,50184,0.044848519,24057,0.004489338,0.003450139,0.003533275,0.141954525,0.058943343,0.166063931,0.08991146,0.319699048,0.161408322,0.031259093,0.019287525
29097,85050,30647,39.9,89489,48804,0.06111528,20738,0.009306587,0.004725624,0.001687723,0.180682805,0.065194329,0.134439194,0.073054296,0.306008294,0.148182081,0.053669592,0.023049474
29098,85051,44042,33.4,42080,20378,0.254393533,27656,0.023213769,0.021442002,0.042847845,0.41698004,0.085587214,0.154216083,0.094590686,0.111404397,0.040931443,0.004085913,0.004700607
29099,85053,29976,36.7,53142,25826,0.152021617,20657,0.023043036,0.01307063,0.007019412,0.362395314,0.103015927,0.18618386,0.091833277,0.151522486,0.048651789,0.005760759,0.00750351
29100,85054,6896,37.9,88867,59206,0.040603248,5614,0.007659423,0.00320627,0,0.1159601,0.034912718,0.127360171,0.085144282,0.436943356,0.133950837,0.022800143,0.0320627
29101,85083,19605,39.2,109750,41426,0.026472839,12873,0.017478443,0.001475957,0.002252777,0.150858386,0.071001321,0.184960771,0.084284937,0.317563893,0.133069215,0.022217043,0.014837256
29102,85085,22211,34.7,87058,44613,0.059159876,14624,0.010530635,0.001299234,0.002051422,0.164797593,0.052242888,0.177106127,0.083356127,0.346758753,0.121580963,0.02755744,0.012718818
29103,85086,42272,43.2,99982,44153,0.03716408,29457,0.008215365,0.003937943,0.002851614,0.192857385,0.094578538,0.184132804,0.099908341,0.279458193,0.102182843,0.022778966,0.009098007
29104,85087,8510,46.9,71295,33110,0.063102233,5985,0.008688388,0,0.005012531,0.312113617,0.098913952,0.231244779,0.091896408,0.189640769,0.040267335,0.019548872,0.00267335
29105,85118,12908,65.7,64449,51284,0.077471336,11445,0.007601573,0.001223242,0.005417213,0.26395806,0.120227173,0.166622979,0.065006553,0.246745304,0.085102665,0.022105723,0.015989515
29106,85119,22447,57.3,48961,28305,0.140686951,18213,0.011365508,0.014000988,0.012902872,0.379014989,0.102673914,0.199143469,0.080162521,0.117169055,0.066161533,0.010267391,0.007137759
29107,85120,31795,53,41386,23995,0.169900928,24815,0.02425952,0.007293975,0.018255088,0.445577272,0.107958896,0.153657062,0.096232118,0.106226073,0.033286319,0.003908926,0.003344751
29108,85121,1676,27,8939,7379,0.635441527,879,0.007963595,0.038680319,0.091012514,0.704209329,0.068259386,0.03185438,0.029579067,0.028441411,0,0,0
29109,85122,57860,35.4,48289,21511,0.189802973,36713,0.01658813,0.02655735,0.017677662,0.424781413,0.098303053,0.16274889,0.104458911,0.091575191,0.043581293,0.007163675,0.006564432
29110,85123,11845,37.4,42418,22060,0.207935838,7716,0.010368066,0.044712286,0.022161742,0.424442716,0.073224469,0.190254018,0.101866252,0.092794194,0.040176257,0,0
29111,85128,16745,34.8,45601,18055,0.222155867,10676,0.009366804,0.029224429,0.03250281,0.47751967,0.091888348,0.156425628,0.056950169,0.098351442,0.038122892,0.004496066,0.005151742
29112,85131,19387,35.5,38142,10629,0.137411668,14709,0.025154667,0.036168332,0.062818682,0.538853763,0.076959685,0.137942756,0.041403223,0.04806581,0.023455028,0.0075464,0.001631654
29113,85132,36774,37.3,54673,15082,0.055664328,28212,0.016482348,0.028002269,0.051963703,0.442861194,0.111335602,0.156529137,0.068339714,0.077165745,0.037643556,0.003331915,0.006344818
29114,85135,470,51.5,38375,15028,0.263829787,362,0,0.044198895,0.046961326,0.447513812,0.171270718,0.20718232,0.082872928,0,0,0,0
29115,85137,2576,39.4,53125,24631,0.147903727,1675,0,0.00358209,0.015522388,0.47641791,0.079402985,0.192835821,0.088955224,0.063283582,0.075820896,0,0.004179104
29116,85138,36636,35.6,71176,27641,0.070750082,23613,0.015923432,0.009062804,0.007368822,0.318045145,0.083555668,0.20001694,0.116334223,0.160123661,0.077838479,0.005632491,0.006098336
29117,85139,18184,34.8,56280,21780,0.154861417,11262,0.013496715,0.024063221,0.023441662,0.374622625,0.106197833,0.201118807,0.097762387,0.104688332,0.045462618,0.000799148,0.008346652
29118,85140,46804,33,69648,25742,0.085890095,28260,0.004140127,0.002830856,0.007572541,0.327070064,0.094939844,0.198549186,0.128096249,0.145576787,0.077211607,0.008244869,0.00576787
29119,85141,401,53.4,39464,20302,0.152119701,295,0.06440678,0.040677966,0.023728814,0.491525424,0.081355932,0.189830508,0.081355932,0.016949153,0.010169492,0,0
29120,85142,65881,33.9,84344,31667,0.079840925,39309,0.010633697,0.006919535,0.004706301,0.273296192,0.09827266,0.18845557,0.100816607,0.209850162,0.078760589,0.015009285,0.013279402
29121,85143,38235,35.3,62511,23826,0.084085262,23877,0.012061817,0.007496754,0.012271223,0.336306906,0.129664531,0.191020647,0.128324329,0.124219961,0.039787243,0.006533484,0.012313105
29122,85145,3763,25.9,69107,19921,0.109487111,1937,0.008260196,0.014971606,0,0.298915849,0.071244192,0.255033557,0.088797109,0.170366546,0.077955601,0,0.014455343
29123,85147,3551,32.9,12467,11037,0.420163334,2470,0,0,0.036437247,0.782995951,0.007287449,0.119838057,0.032793522,0.020242915,0,0,0.000404858
29124,85172,2072,24.9,57404,17230,0.369208494,1028,0.035992218,0.145914397,0,0.542801556,0.029182879,0.023346304,0.012645914,0.152723735,0.057392996,0,0
29125,85173,3048,45.8,30439,19728,0.236220472,2316,0.031951641,0.022020725,0.034974093,0.530224525,0.059585492,0.167962003,0.068221071,0.058721934,0.02029361,0.003454231,0.002590674
29126,85192,1940,50.4,49063,21379,0.183505155,1480,0,0.020945946,0.033108108,0.445945946,0.05,0.269594595,0.110135135,0.027027027,0.038513514,0.001351351,0.003378378
29127,85193,5077,35.8,35136,17506,0.306086271,3483,0.002871088,0.11627907,0.073499856,0.54234855,0.04852139,0.126327878,0.052828022,0.018374964,0.011771461,0.00717772,0
29128,85194,7472,54.2,55788,27884,0.150695931,5639,0.011526866,0.020925696,0.011526866,0.349175386,0.082106757,0.191877993,0.115800674,0.143465153,0.053910268,0.010462848,0.009221493
29129,85201,51519,31.5,38180,19882,0.242027213,32643,0.012437582,0.04782036,0.017032748,0.358177864,0.070704286,0.202156665,0.084060901,0.144594553,0.045798487,0.009159697,0.008056858
29130,85202,39245,31.8,48465,27903,0.176277233,25408,0.016608942,0.026448363,0.017947103,0.27207966,0.076747481,0.186673489,0.10189704,0.194741814,0.079069584,0.01121694,0.016569584
29131,85203,39069,32.6,50953,24339,0.165885997,24323,0.013978539,0.022077869,0.020515561,0.342391975,0.084775727,0.189738108,0.090449369,0.149817046,0.064342392,0.013074045,0.00883937
29132,85204,69278,31.7,50801,20956,0.197855019,43130,0.022049617,0.055993508,0.02939949,0.357570137,0.080871783,0.184929284,0.092511013,0.133341062,0.034106191,0.006306515,0.0029214
29133,85205,42171,49.5,52936,30975,0.118209196,31041,0.012918398,0.004413518,0.008923682,0.342611385,0.109435907,0.178602493,0.083115879,0.175993041,0.063883251,0.013530492,0.006571953
29134,85206,36901,44.6,50741,29399,0.130213273,26550,0.006666667,0.007457627,0.008323917,0.34094162,0.088323917,0.218870056,0.078418079,0.165386064,0.063314501,0.01126177,0.011035782
29135,85207,49727,42,70213,35214,0.115148712,34671,0.005970408,0.004239855,0.018026593,0.273715786,0.096218742,0.186697817,0.092094257,0.211646621,0.082230106,0.018574601,0.010585215
29136,85208,37967,46.2,50092,26350,0.128690705,28259,0.021090626,0.007891291,0.016490322,0.386213242,0.092855374,0.183622917,0.085034856,0.149580665,0.042747443,0.010262217,0.004211048
29137,85209,40201,42.4,61619,31877,0.094151887,28784,0.010214008,0.002188716,0.010214008,0.303224013,0.090084769,0.19959005,0.096372985,0.191877432,0.070768482,0.015772651,0.009692885
29138,85210,40919,30.4,40811,20268,0.271560889,24830,0.032339911,0.04442207,0.033346758,0.395529601,0.0796617,0.155779299,0.077648006,0.131413613,0.039025373,0.00886025,0.001973419
29139,85212,33724,32.7,89325,32987,0.06271498,20233,0.019769683,0.004201058,0.004843572,0.20624722,0.087134879,0.205555281,0.11357683,0.238570652,0.090693422,0.015914595,0.013492809
29140,85213,36902,37.2,65278,32755,0.11335429,24406,0.007375236,0.005367533,0.013890027,0.284725068,0.083995739,0.179013357,0.095181513,0.213963779,0.081004671,0.023969516,0.011513562
29141,85215,16929,54.8,70715,43638,0.066099592,13562,0.002949417,0.003907978,0.006488718,0.298186108,0.093201593,0.203731013,0.08258369,0.173204542,0.105220469,0.01858133,0.011945141
29142,85224,44333,34.6,69846,34589,0.089572102,30334,0.009461331,0.002637305,0.005571306,0.228654315,0.07117426,0.184182765,0.112678842,0.251401068,0.104041669,0.016845784,0.013351355
29143,85225,70066,33.5,61078,28661,0.145034682,45672,0.022420739,0.035754948,0.021873358,0.283193204,0.077049396,0.162484673,0.089485899,0.212274479,0.073611841,0.011648275,0.010203188
29144,85226,38884,35.8,85308,39413,0.061542022,26645,0.001050854,0.004653781,0.002739726,0.166860574,0.086545318,0.159654719,0.092174892,0.29127416,0.146631638,0.019928692,0.028485645
29145,85233,35284,35.9,85419,37970,0.056342818,23659,0.007608098,0.004945264,0.002747369,0.19717655,0.0747707,0.191428209,0.099919692,0.279935754,0.116403905,0.011623484,0.013440974
29146,85234,49894,34.8,83210,33708,0.080310258,31073,0.005342259,0.006758279,0.001383838,0.237151225,0.082322273,0.163260709,0.101824735,0.257393879,0.108679561,0.019695556,0.016187687
29147,85248,33302,58.8,72489,47668,0.073208816,27382,0.004638083,0.00325031,0.002264261,0.207070338,0.078226572,0.150829012,0.077532686,0.269812285,0.163099847,0.022533051,0.020743554
29148,85249,39052,41,107333,45453,0.044479156,25820,0.012238575,0.002827266,0.001781565,0.211773819,0.067970565,0.142757552,0.076607281,0.288574748,0.148993029,0.024748257,0.021727343
29149,85250,17734,48,72238,51071,0.071049961,14313,0.010969049,0.003213862,0.001746664,0.139383777,0.065395095,0.171382659,0.074896947,0.353734367,0.133305387,0.029833019,0.016139174
29150,85251,41575,37.6,61379,50751,0.168899579,31658,0.005022427,0.01639396,0.01036073,0.173226357,0.047918378,0.16479247,0.066365532,0.331322257,0.123760187,0.035536041,0.025301662
29151,85253,18643,53.1,156655,112344,0.061417154,14266,0.004345997,0.003785224,0.000350484,0.107177906,0.046754521,0.126524604,0.050189261,0.328613487,0.160030843,0.127786345,0.044441329
29152,85254,46333,44.2,91605,48816,0.050698206,33739,0.006313169,0.002697175,0.003141765,0.152019918,0.06135333,0.149648774,0.082456504,0.333086339,0.153294407,0.040161238,0.015827381
29153,85255,41625,50.2,126991,76681,0.040432432,31483,0.003081028,0.003716291,0.002541054,0.104342026,0.038338151,0.103420894,0.048756472,0.404916939,0.177937299,0.080138487,0.032811359
29154,85256,5862,32.5,36868,16812,0.323097919,3710,0,0.011590296,0.046630728,0.601886792,0.045822102,0.150404313,0.040161725,0.080053908,0.012398922,0.003773585,0.007277628
29155,85257,33369,36.7,63037,37297,0.102580239,25769,0.002677636,0.018898677,0.01148667,0.223175133,0.075633513,0.201754046,0.09379487,0.263727735,0.079475339,0.01707478,0.012301603
29156,85258,25152,54,84334,63064,0.061665076,20449,0.001418162,0.004205585,0.001662673,0.10000489,0.051151646,0.15330823,0.069538853,0.359186268,0.170864101,0.053645655,0.035013937
29157,85259,23124,48.7,108647,71077,0.056607853,17156,0.008918163,0.001748659,0.003089298,0.114362322,0.061436232,0.129575659,0.063359758,0.346059688,0.170727442,0.078689671,0.022033108
29158,85260,38934,45.8,84585,54968,0.06341501,29292,0.005906049,0.002014202,0.002867677,0.148641267,0.045507306,0.125221904,0.082138468,0.347739997,0.166939779,0.050832992,0.022190359
29159,85262,11546,60.1,119498,87276,0.036895895,9984,0.001602564,0,0,0.126802885,0.037059295,0.141125801,0.061197917,0.359375,0.184795673,0.045172276,0.04286859
29160,85263,2600,69.8,91250,61399,0.027307692,2555,0,0,0,0.147945205,0.0481409,0.150293542,0.063796477,0.383561644,0.159295499,0.030919765,0.016046967
29161,85264,1388,39.5,63654,40777,0.224783862,915,0.01420765,0,0.021857923,0.382513661,0.068852459,0.272131148,0.07431694,0.114754098,0.013114754,0.018579235,0.019672131
29162,85266,12937,58.6,136573,73991,0.068021953,10734,0.002888019,0.000838457,0.014905906,0.128749767,0.037078442,0.122601081,0.060648407,0.391373207,0.150549655,0.062138998,0.02822806
29163,85268,24812,58.8,81568,57689,0.041431565,20996,0.008668318,0.002381406,0.001619356,0.161792722,0.058392075,0.169317965,0.099114117,0.303486378,0.132453801,0.037292818,0.025481044
29164,85281,65283,24.2,35682,20480,0.32598073,30676,0.008964663,0.017668536,0.019917851,0.233635415,0.046225062,0.206024253,0.061383492,0.226170296,0.139653149,0.014213066,0.026144217
29165,85282,54649,31.8,53475,28922,0.18174166,35427,0.006153499,0.003133203,0.009202021,0.236937929,0.064555283,0.195444153,0.080531798,0.246083496,0.109803257,0.021367883,0.026787478
29166,85283,51119,33.1,62663,30966,0.132475205,34544,0.006223946,0.009089856,0.021132469,0.250492126,0.057955072,0.195026633,0.065684345,0.238623205,0.121989347,0.017108615,0.016674386
29167,85284,18945,42.6,111420,55714,0.051939826,13681,0.002631387,0.002485198,0.001242599,0.099700314,0.037570353,0.138659455,0.064176595,0.36510489,0.178641912,0.062349243,0.047438053
29168,85286,42979,33.8,100609,40496,0.043486354,27093,0.013213745,0.004244639,0.0074558,0.159229321,0.054995755,0.137932307,0.082382903,0.317941904,0.165873104,0.036356254,0.020374266
29169,85295,45763,32.1,94652,35141,0.045801193,27080,0.005982275,0.002104874,0.002769572,0.191986706,0.073744461,0.154985229,0.113958641,0.308714919,0.101107829,0.023116691,0.021528804
29170,85296,43643,33.4,92731,35239,0.057809958,26731,0.004751038,0.001084883,0.003591336,0.18480416,0.076727395,0.204780966,0.106131458,0.277281059,0.106019229,0.018704874,0.016123602
29171,85297,33029,31.2,102210,35038,0.039662115,18554,0.011156624,0.005766951,0.005982537,0.1419101,0.070227444,0.183626172,0.096151773,0.310014013,0.126657325,0.02937372,0.019133341
29172,85298,30987,37.2,105826,38752,0.04282441,19616,0.009431077,0.001070555,0.000254894,0.178731648,0.081362153,0.162265498,0.095942088,0.305159054,0.121329527,0.025591354,0.018862153
29173,85301,68300,29.8,31410,14876,0.337803807,39146,0.03338783,0.090941603,0.043146171,0.476191693,0.071680376,0.134266592,0.066699024,0.056174322,0.019491136,0.00521126,0.002809993
29174,85302,40434,35.6,45556,23024,0.184893901,26898,0.017399063,0.032195702,0.011413488,0.39872853,0.103911071,0.163766823,0.084727489,0.124061268,0.04996654,0.009182839,0.004647186
29175,85303,33380,30.3,54874,20632,0.155032954,19926,0.029107698,0.041704306,0.025042658,0.433353408,0.080347285,0.147495734,0.108200341,0.104085115,0.020425575,0.008230453,0.002007427
29176,85304,27746,39.5,65073,26244,0.110214085,19106,0.011828745,0.010886632,0.011462368,0.32958233,0.072542657,0.208834921,0.113419868,0.164817335,0.061132628,0.012247462,0.003245054
29177,85305,12760,34.6,71080,30827,0.0919279,8210,0.033982948,0.021071864,0.013154689,0.319488429,0.113398295,0.154445798,0.06589525,0.172228989,0.077953715,0.01680877,0.011571255
29178,85306,25206,38.2,61439,26801,0.109378719,17200,0.013313953,0.011569767,0.006453488,0.349418605,0.099360465,0.215465116,0.085232558,0.139011628,0.055813953,0.009476744,0.014883721
29179,85307,11212,29,56327,21232,0.146806993,6512,0.040694103,0.020577396,0.007678133,0.320792383,0.084766585,0.21529484,0.101504914,0.155405405,0.038390663,0.006756757,0.008138821
29180,85308,66057,40.7,76116,35639,0.082489365,46948,0.010096277,0.004089631,0.006986453,0.266678027,0.089268978,0.168526881,0.108503025,0.209998296,0.100472864,0.022833774,0.012545795
29182,85310,19649,41.5,102326,41866,0.064837905,13083,0.017580066,0.00045861,0.002216617,0.202247191,0.090728426,0.181915463,0.108614232,0.25666896,0.102805167,0.017809371,0.018955897
29183,85320,1480,30.8,30729,14466,0.541891892,886,0.060948081,0.304740406,0.089164786,0.353273138,0.015801354,0.097065463,0.022573363,0.032731377,0.019187359,0,0.004514673
29184,85321,4370,43.6,32635,16273,0.345080092,3000,0.035333333,0.019,0.039,0.477333333,0.076,0.176666667,0.071666667,0.059,0.039666667,0,0.006333333
29185,85322,626,49,37266,22383,0.196485623,467,0,0.055674518,0.066381156,0.30620985,0.098501071,0.278372591,0.104925054,0.079229122,0.010706638,0,0
